"","y","x1","x2"
"1",4,-0.560475646552212,-0.710406563699301
"2",4,-0.23017748948328,0.256883709156529
"3",3,1.55870831414912,-0.246691878462374
"4",4,0.070508391424576,-0.347542599397733
"5",3,0.129287735160946,-0.951618567265016
"6",2,1.71506498688328,-0.0450277248089203
"7",2,0.460916205989202,-0.784904469457075
"8",3,-1.26506123460653,-1.66794193658814
"9",4,-0.686852851893526,-0.380226520287762
"10",2,-0.445661970099958,0.918996609060766
"11",4,1.22408179743946,-0.575346962608392
"12",2,0.359813827057364,0.607964322225033
"13",4,0.400771450594052,-1.61788270828916
"14",2,0.11068271594512,-0.0555619655245394
"15",1,-0.555841134754075,0.519407203943462
"16",4,1.78691313680308,0.301153362166714
"17",2,0.49785047822924,0.105676194148943
"18",2,-1.96661715662964,-0.640706008305376
"19",2,0.701355901563685,-0.849704346033582
"20",2,-0.472791407727934,-1.02412879060491
"21",2,-1.06782370598685,0.117646597100126
"22",4,-0.217974914658295,-0.947474614184802
"23",4,-1.02600444830724,-0.490557443700668
"24",4,-0.72889122929114,-0.256092192198247
"25",1,-0.625039267849257,1.84386200523221
"26",3,-1.68669331074241,-0.651949901695458
"27",2,0.837787044494525,0.235386572284857
"28",2,0.153373117836515,0.0779608495637108
"29",4,-1.13813693701195,-0.961856634130129
"30",2,1.25381492106993,-0.0713080861235987
"31",4,0.426464221476814,1.44455085842335
"32",2,-0.295071482992271,0.451504053079215
"33",3,0.895125661045022,0.0412329219929399
"34",2,0.878133487533042,-0.422496832339625
"35",4,0.821581081637487,-2.05324722154052
"36",1,0.688640254100091,1.13133721341418
"37",4,0.553917653537589,-1.46064007092482
"38",3,-0.0619117105767217,0.739947510877335
"39",2,-0.305962663739917,1.90910356921748
"40",2,-0.380471001012383,-1.4438931609718
"41",1,-0.694706978920513,0.701784335374711
"42",2,-0.207917278019599,-0.262197489402468
"43",4,-1.26539635156826,-1.57214415914549
"44",2,2.16895596533851,-1.51466765378175
"45",4,1.20796199830499,-1.60153617357459
"46",4,-1.12310858320335,-0.530906522170303
"47",4,-0.402884835299076,-1.4617555849959
"48",1,-0.466655353623219,0.687916772975827
"49",1,0.779965118336318,2.10010894052567
"50",4,-0.0833690664718292,-1.28703047603518
"51",2,0.253318513994755,0.787738847475178
"52",2,-0.028546755348703,0.76904224100091
"53",2,-0.0428704572913161,0.332202578950118
"54",4,1.36860228401446,-1.00837660827701
"55",4,-0.225770985659268,-0.119452606630659
"56",3,1.51647060442954,-0.280395335170247
"57",4,-1.54875280423022,0.56298953322048
"58",4,0.584613749636069,-0.372438756103829
"59",2,0.123854243844614,0.976973386685621
"60",1,0.215941568743973,-0.374580857767014
"61",1,0.379639482759882,1.05271146557933
"62",2,-0.502323453109302,-1.04917700666607
"63",4,-0.33320738366942,-1.26015524475811
"64",2,-1.01857538310709,3.2410399349424
"65",4,-1.07179122647558,-0.416857588160432
"66",4,0.303528641404258,0.298227591540715
"67",2,0.448209778629426,0.636569674033849
"68",1,0.0530042267305041,-0.483780625708744
"69",2,0.922267467879737,0.516862044313609
"70",3,2.05008468562714,0.368964527385086
"71",4,-0.491031166056535,-0.215380507641693
"72",4,-2.30916887564081,0.0652930335253153
"73",4,1.00573852446226,-0.034067253738464
"74",1,-0.709200762582393,2.12845189901618
"75",4,-0.688008616467358,-0.741336096272828
"76",3,1.0255713696967,-1.09599626707466
"77",3,-0.284773007051009,0.0377883991710788
"78",2,-1.22071771225454,0.310480749443137
"79",3,0.18130347974915,0.436523478910183
"80",3,-0.138891362439045,-0.458365332711106
"81",1,0.00576418589988693,-1.06332613397119
"82",3,0.38528040112633,1.26318517608949
"83",4,-0.370660031792409,-0.349650387953555
"84",3,0.644376548518833,-0.865512862653374
"85",3,-0.220486561818751,-0.236279568941097
"86",3,0.331781963915697,-0.197175894348552
"87",2,1.09683901314935,1.10992028971364
"88",4,0.435181490833803,0.0847372921971965
"89",2,-0.325931585531227,0.754053785184521
"90",4,1.14880761845109,-0.499292017172261
"91",4,0.993503855962119,0.214445309581601
"92",4,0.54839695950807,-0.324685911490835
"93",4,0.238731735111441,0.0945835281735714
"94",2,-0.627906076039372,-0.895363357977542
"95",4,1.36065244853001,-1.31080153332797
"96",2,-0.600259587147127,1.99721338474797
"97",4,2.18733299301658,0.600708823672418
"98",2,1.53261062618519,-1.25127136162494
"99",3,-0.235700359100477,-0.611165916680421
"100",4,-1.02642090030678,-1.18548008459731
